"Day","Account","Campaign","Ad.group","Network","Ad.group.state","Impressions","CTR","Avg..CPC","Clicks","Cost","Avg..session.duration..seconds.","Bounce.rate","Click.Assisted.Conv.","Click.conversion.rate","Conversions","View.through.conv.","Search.Impr..share","Avg..position"
2015-04-02,"INFO LIMETRAY","IZU-D","Remarkting","Display Network","enabled",11,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-04,"INFO LIMETRAY","Happy Hakka","Remarketing","Display Network","enabled",4,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-02,"INFO LIMETRAY","Designer Cake","Designer Cake - Exact","Display Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-02,"INFO LIMETRAY","Doughlicious Display","Ad Group #1","Display Network","enabled",6497,"0.38%",8.4988,25,212.47,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-27,"INFO LIMETRAY","Aslii Zaika - Exact","Aslii Zaika- Exact","Search Network","enabled",1,"100.00%",8.99,1,8.99,0,"0.00%",0,"0.00%",0,0,"50.00%",2
2015-03-25,"INFO LIMETRAY","Doughlicious","Doughlicious- Distant Competitor","Search Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",3
2015-04-03,"INFO LIMETRAY","SMOKED HOUSE BIRYANI","INT-AUD","Display Network","enabled",8032,"0.24%",10.517895,19,199.84,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-23,"INFO LIMETRAY","Tawak Display","Ad Group #1","Display Network","enabled",9938,"0.26%",8.311538,26,216.1,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-24,"INFO LIMETRAY","Almond Flower : Text","Ad Group #1","Search Network","enabled",6,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"75.00%",1.7
2015-03-28,"INFO LIMETRAY","BREAKFAST CLUB","INT","Display Network","enabled",166,"0.60%",12.27,1,12.27,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-23,"INFO LIMETRAY","Almond Flower : Text","Ad Group #1","Search Network","enabled",8,"12.50%",28.23,1,28.23,0,"0.00%",0,"0.00%",0,0,"66.67%",1.9
2015-03-30,"INFO LIMETRAY","Dilliciously delhi-delhi-search","Diliciously delhi","Search Network","enabled",6,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"31.58%",1
2015-03-27,"INFO LIMETRAY","VIVA-Display","VIVA-Remarketing","Display Network","enabled",4,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-05,"INFO LIMETRAY","Boondock Bistro Text","Ad Group #1","Search Network","enabled",34,"14.71%",20.236,5,101.18,0,"0.00%",0,"0.00%",0,0," --",1.1
2015-03-28,"INFO LIMETRAY","Quick Bakes: Text","Ad Group #1","Search Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-04-01,"INFO LIMETRAY","SMOKED HOUSE BIRYANI","SBH-remarketing","Display Network","enabled",15,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-04,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Food-KCT","Display Network","enabled",176,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-02,"INFO LIMETRAY","Dilliciously delhi gurgaon-search","Diliciously delhi","Search Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"60.00%",1.3
2015-03-31,"INFO LIMETRAY","Aslii Zaika - Exact","Aslii Zaika- Exact","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",2
2015-04-03,"INFO LIMETRAY","Doughlicious Display","Ad Group #1","Display Network","enabled",4355,"0.34%",7.570667,15,113.56,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-26,"INFO LIMETRAY","Bakers Street-D","Remarketing","Display Network","enabled",5,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-02,"INFO LIMETRAY","SMOKED HOUSE BIRYANI","SBH-remarketing","Display Network","enabled",18,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-02,"INFO LIMETRAY","Happy Hakka","Remarketing","Display Network","enabled",8,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-25,"INFO LIMETRAY","SMOKED HOUSE BIRYANI","SBH-remarketing","Display Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-25,"INFO LIMETRAY","Dilliciously Delhi- Noida","Nightlife enthusiasts","Display Network","enabled",24,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-03,"INFO LIMETRAY","Express Dhaba - Exact","Express Dhaba","Search Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"60.00%",2.3
2015-03-27,"INFO LIMETRAY","Doughlicious","Doughlicious  - Main Competitor","Search Network","enabled",12,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"11.43%",1.5
2015-04-03,"INFO LIMETRAY","JIMMY GOURMET","JGK","Display Network","enabled",167,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-04,"INFO LIMETRAY","JIMMY GOURMET","JGK","Display Network","enabled",152,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-31,"INFO LIMETRAY","Quick Bakes: Text","Ad Group #1","Search Network","enabled",4,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-04-02,"INFO LIMETRAY","Happy Hakka","INT","Display Network","enabled",2439,"0.21%",7.818,5,39.09,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-30,"INFO LIMETRAY","Doughlicious","Doughlicious- Distant Competitor","Search Network","enabled",5,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"13.89%",1.2
2015-03-26,"INFO LIMETRAY","JIMMY GOURMET","JGK","Display Network","enabled",376,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-27,"INFO LIMETRAY","Almond Flower : Text","Ad Group #1","Search Network","enabled",6,"16.67%",18.72,1,18.72,0,"0.00%",0,"0.00%",0,0,"75.00%",1.3
2015-03-30,"INFO LIMETRAY","Doughlicious Display","Ad Group #1","Display Network","enabled",2101,"0.57%",7.905,12,94.86,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-28,"INFO LIMETRAY","Express Dhaba - Exact","Express Dhaba","Search Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"75.00%",2
2015-04-03,"INFO LIMETRAY","SMOKED HOUSE BIRYANI","SBH-remarketing","Display Network","enabled",30,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-25,"INFO LIMETRAY","IZU-D","Remarkting","Display Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-03,"INFO LIMETRAY","Designer Cake","Designer Cake - Exact","Search Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",2.3
2015-03-23,"INFO LIMETRAY","Doughlicious Display","Ad Group #1","Display Network","enabled",3044,"0.92%",6.0525,28,169.47,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-27,"INFO LIMETRAY","Dilliciously Delhi- Noida","Nightlife enthusiasts","Display Network","enabled",30,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-02,"INFO LIMETRAY","Dilliciously delhi-delhi-search","Diliciously delhi","Search Network","enabled",15,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"45.45%",1
2015-04-01,"INFO LIMETRAY","Bakers Street-D","Remarketing","Display Network","enabled",6,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-02,"INFO LIMETRAY","Designer Cake","Designer Cake - Exact","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",2
2015-03-31,"INFO LIMETRAY","Dilliciously delhi noida-search","Diliciously delhi","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",0
2015-04-01,"INFO LIMETRAY","Happy Hakka","Remarketing","Display Network","enabled",16,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-23,"INFO LIMETRAY","Dilliciously Delhi- Noida","TV+ Movie Lovers","Display Network","enabled",5,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-23,"INFO LIMETRAY","Aslii Zaika - Exact","Aslii Zaika- Exact","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",2
2015-03-26,"INFO LIMETRAY","Aslii Zaika - Exact","Aslii Zaika- Exact","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-28,"INFO LIMETRAY","Good Food Cafe","Remarketing","Display Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-27,"INFO LIMETRAY","Cosy Restaurant","Cosy Restaurant - Exact","Search Network","enabled",4,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-27,"INFO LIMETRAY","Dilliciously delhi noida-search","Diliciously delhi","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",2
2015-03-24,"INFO LIMETRAY","JIMMY GOURMET","JGK","Display Network","enabled",233,"0.43%",8.58,1,8.58,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-24,"INFO LIMETRAY","56 Italian Text","Ad Group #1","Display Network","enabled",6974,"0.42%",7.185517,29,208.38,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-27,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Ofc-INT","Display Network","enabled",2108,"0.28%",18.958333,6,113.75,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-03,"INFO LIMETRAY","Dilliciously Delhi- Noida","Nightlife enthusiasts","Display Network","enabled",135,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-31,"INFO LIMETRAY","Zambar-D","Remarketing","Display Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-26,"INFO LIMETRAY","Lets Noodles","INT","Display Network","enabled",3821,"0.05%",6.78,2,13.56,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-01,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Food-KCT","Display Network","enabled",119,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-02,"INFO LIMETRAY","Bakers Street-D","Remarketing","Display Network","enabled",13,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-27,"INFO LIMETRAY","JIMMY GOURMET","JGK","Display Network","enabled",92,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-03,"INFO LIMETRAY","IZU-D","Remarkting","Display Network","enabled",5,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-24,"INFO LIMETRAY","Doughlicious","Doughlicious- Distant Competitor","Search Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",3
2015-03-27,"INFO LIMETRAY","Happy Hakka","Remarketing","Display Network","enabled",4,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-30,"INFO LIMETRAY","Doughlicious","Doughlicious  - Main Competitor","Search Network","enabled",9,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"14.29%",1.1
2015-03-25,"INFO LIMETRAY","Almond Flower : Text","Ad Group #1","Search Network","enabled",10,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"71.43%",1.6
2015-03-31,"INFO LIMETRAY","Happy Hakka","Remarketing","Display Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-31,"INFO LIMETRAY","Dilliciously Delhi- Noida","TV+ Movie Lovers","Display Network","enabled",13,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-27,"INFO LIMETRAY","SMOKED HOUSE BIRYANI","SBH-remarketing","Display Network","enabled",7,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-04,"INFO LIMETRAY","Dilliciously Delhi- Noida","TV+ Movie Lovers","Display Network","enabled",8,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-31,"INFO LIMETRAY","Lets Noodles","Lets Noodle-Remarketing","Display Network","enabled",341,"0.29%",11.39,1,11.39,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-25,"INFO LIMETRAY","Singh Ching Display","Ad Group #1","Display Network","enabled",6886,"0.36%",7.724,25,193.1,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-23,"INFO LIMETRAY","Fired Karamchari Display","Ad Group #1","Display Network","paused",7367,"0.31%",9.183043,23,211.21,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-02,"INFO LIMETRAY","Boondock Bistro Text","Ad Group #1","Search Network","enabled",11,"9.09%",16.07,1,16.07,0,"0.00%",0,"0.00%",0,0,"64.71%",1.3
2015-04-03,"INFO LIMETRAY","Aslii Zaika - Exact","Aslii Zaika- Exact","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-04-03,"INFO LIMETRAY","Cosy Restaurant","Cosy Restaurant - Exact","Search Network","enabled",3,"33.33%",21.49,1,21.49,0,"0.00%",0,"0.00%",0,0,"75.00%",1
2015-04-02,"INFO LIMETRAY","Cosy Restaurant","Cosy Restaurant - Exact","Search Network","enabled",3,"33.33%",9.95,1,9.95,0,"0.00%",0,"0.00%",0,0,"75.00%",1
2015-03-25,"INFO LIMETRAY","Doughlicious","Doughlicious  - Main Competitor","Search Network","enabled",12,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"12.50%",1.4
2015-04-02,"INFO LIMETRAY","Dilliciously Delhi- Noida","Nightlife enthusiasts","Display Network","enabled",165,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-29,"INFO LIMETRAY","Singh Ching Display","Ad Group #1","Display Network","enabled",135,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-24,"INFO LIMETRAY","Cosy Restaurant","Cosy Restaurant - Exact","Search Network","enabled",7,"14.29%",5.65,1,5.65,0,"0.00%",0,"0.00%",0,0,"87.50%",1
2015-03-25,"INFO LIMETRAY","Cosy Restaurant","Cosy Restaurant - Exact","Search Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"50.00%",1
2015-03-28,"INFO LIMETRAY","Happy Hakka","Remarketing","Display Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-30,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Food-KCT","Display Network","enabled",213,"0.94%",13.125,2,26.25,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-30,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Ofc-INT","Display Network","enabled",2661,"0.15%",16.745,4,66.98,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-28,"INFO LIMETRAY","Boondock Bistro Text","Ad Group #1","Search Network","enabled",18,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"58.06%",1.9
2015-03-30,"INFO LIMETRAY","BREAKFAST CLUB","INT","Display Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-28,"INFO LIMETRAY","Cosy Restaurant","Cosy Restaurant - Exact","Search Network","enabled",5,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-28,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Ofc-INT","Display Network","enabled",512,"0.78%",19.645,4,78.58,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-26,"INFO LIMETRAY","Doughlicious","Doughlicious  - Main Competitor","Search Network","enabled",9,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"10.34%",1.6
2015-03-26,"INFO LIMETRAY","BREAKFAST CLUB","INT","Display Network","enabled",788,"0.25%",14.01,2,28.02,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-03,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Food-KCT","Display Network","enabled",188,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-23,"INFO LIMETRAY","Baker Street","Baker Street - Exact","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"16.67%",2
2015-03-28,"INFO LIMETRAY","Almond Flower : Text","Ad Group #1","Search Network","enabled",4,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"66.67%",1.8
2015-03-31,"INFO LIMETRAY","IZU-D","Remarkting","Display Network","enabled",5,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-02,"INFO LIMETRAY","JIMMY GOURMET","JGK","Display Network","enabled",240,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-24,"INFO LIMETRAY","Happy Hakka","Remarketing","Display Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-31,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Ofc-INT","Display Network","enabled",1116,"0.18%",15.795,2,31.59,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-03,"INFO LIMETRAY","Quick Bakes: Text","Ad Group #1","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",0
2015-03-27,"INFO LIMETRAY","SUSHI HAUS","SUSHI HAUS-RETARGETING","Display Network","enabled",52071,"0.22%",17.13812,117,2005.16,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-03,"INFO LIMETRAY","Dilliciously delhi noida-search","Diliciously delhi","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"33.33%",3
2015-04-05,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Ofc-INT","Display Network","enabled",559,"0.36%",19.17,2,38.34,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-03,"INFO LIMETRAY","Boondock Bistro Text","Ad Group #1","Search Network","enabled",13,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"65.00%",1.3
2015-03-26,"INFO LIMETRAY","Boondock Bistro Text","Ad Group #1","Search Network","enabled",7,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"38.89%",2
2015-04-01,"INFO LIMETRAY","Dilliciously delhi gurgaon-search","Diliciously delhi","Search Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"66.67%",2.5
2015-03-28,"INFO LIMETRAY","Singh Ching Display","Ad Group #1","Display Network","enabled",9798,"0.21%",9.168095,21,192.53,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-26,"INFO LIMETRAY","Tawak Display","Ad Group #1","Display Network","enabled",10094,"0.20%",9.6465,20,192.93,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-24,"INFO LIMETRAY","SMOKED HOUSE BIRYANI","SBH-remarketing","Display Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-29,"INFO LIMETRAY","Doughlicious Display","Ad Group #1","Display Network","enabled",39,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-26,"INFO LIMETRAY","Lets Noodles","Lets Noodle-Remarketing","Display Network","enabled",291,"1.03%",13.453333,3,40.36,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-26,"INFO LIMETRAY","Doughlicious Display","Ad Group #1","Display Network","enabled",3472,"0.52%",9.07,18,163.26,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-26,"INFO LIMETRAY","Dilliciously Delhi- Noida","TV+ Movie Lovers","Display Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-28,"INFO LIMETRAY","Dilliciously delhi-delhi-search","Diliciously delhi","Search Network","enabled",12,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"36.36%",1.3
2015-04-01,"INFO LIMETRAY","Happy Hakka","INT","Display Network","enabled",4573,"0.15%",8.377143,7,58.64,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-04,"INFO LIMETRAY","Dilliciously delhi-delhi-search","Diliciously delhi","Search Network","enabled",15,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"50.00%",1.1
2015-03-26,"INFO LIMETRAY","56 Italian Text","Ad Group #1","Display Network","enabled",9929,"0.26%",7.482692,26,194.55,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-24,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Ofc-INT","Display Network","enabled",5021,"0.10%",20.856,5,104.28,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-04,"INFO LIMETRAY","Boondock Bistro Text","Ad Group #1","Search Network","enabled",23,"4.35%",22.56,1,22.56,0,"0.00%",0,"0.00%",0,0,"88.46%",1.1
2015-03-28,"INFO LIMETRAY","Tawak Display","Ad Group #1","Display Network","enabled",7852,"0.28%",8.691818,22,191.22,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-24,"INFO LIMETRAY","Boondock Bistro Text","Ad Group #1","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"16.67%",2
2015-04-05,"INFO LIMETRAY","FOODZILLA- Retarget","Display-Retarget","Display Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-05,"INFO LIMETRAY","Dilliciously delhi-delhi-search","Diliciously delhi","Search Network","enabled",11,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.7
2015-04-03,"INFO LIMETRAY","VIVA-Display","VIVA-Remarketing","Display Network","enabled",5,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-26,"INFO LIMETRAY","Aye 1 Cafe","Aye 1 - BOGO","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",0
2015-03-25,"INFO LIMETRAY","Boondock Bistro Text","Ad Group #1","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",0
2015-03-30,"INFO LIMETRAY","Baker Street","Baker Street - Exact","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"50.00%",1
2015-03-25,"INFO LIMETRAY","Dilliciously delhi noida-search","Diliciously delhi","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",0
2015-03-30,"INFO LIMETRAY","SMOKED HOUSE BIRYANI","SBH-remarketing","Display Network","enabled",5,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-31,"INFO LIMETRAY","Dilliciously Delhi- Noida","Nightlife enthusiasts","Display Network","enabled",120,"0.83%",23.07,1,23.07,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-05,"INFO LIMETRAY","Happy Hakka","Remarketing","Display Network","enabled",7,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-02,"INFO LIMETRAY","SMOKED HOUSE BIRYANI","INT-AUD","Display Network","enabled",5636,"0.35%",10.42,20,208.4,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-24,"INFO LIMETRAY","New York Slice-d","NYS-RETARGET","Display Network","enabled",3164,"0.44%",16.957857,14,237.41,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-05,"INFO LIMETRAY","IZU-D","Remarkting","Display Network","enabled",32,"3.12%",3.33,1,3.33,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-26,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Ofc-INT","Display Network","enabled",2259,"0.27%",17.86,6,107.16,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-04,"INFO LIMETRAY","Designer Cake","Designer Cake - Exact","Search Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",2
2015-03-31,"INFO LIMETRAY","Bakers Street-D","Remarketing","Display Network","enabled",4,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-30,"INFO LIMETRAY","SMOKED HOUSE BIRYANI","INT-AUD","Display Network","enabled",7584,"0.21%",10.958125,16,175.33,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-04,"INFO LIMETRAY","Dilliciously Delhi- Noida","Nightlife enthusiasts","Display Network","enabled",140,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-03,"INFO LIMETRAY","Happy Hakka","INT","Display Network","enabled",1680,"0.30%",8.32,5,41.6,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-01,"INFO LIMETRAY","Boondock Bistro Text","Ad Group #1","Search Network","enabled",11,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"42.31%",2.2
2015-03-25,"INFO LIMETRAY","Baker Street","Baker Street - Exact","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"33.33%",1
2015-03-25,"INFO LIMETRAY","New York Slice-d","NYS-RETARGET","Display Network","enabled",2857,"0.49%",15.558571,14,217.82,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-01,"INFO LIMETRAY","Dilliciously Delhi- Noida","TV+ Movie Lovers","Display Network","enabled",10,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-24,"INFO LIMETRAY","Dilliciously delhi-delhi-search","Diliciously delhi","Search Network","enabled",10,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"23.26%",1.1
2015-03-26,"INFO LIMETRAY","Happy Hakka","INT","Display Network","enabled",16215,"0.08%",12.226923,13,158.95,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-26,"INFO LIMETRAY","Express Dhaba - Exact","Express Dhaba","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",0
2015-04-02,"INFO LIMETRAY","DILLICIOUSLY DELHI - DELHI","Ofc-INT","Display Network","enabled",845,"0.47%",10.1875,4,40.75,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-28,"INFO LIMETRAY","56 Italian Text","Ad Group #1","Display Network","enabled",4476,"0.45%",8.2395,20,164.79,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-02,"INFO LIMETRAY","VIVA-Display","VIVA-Remarketing","Display Network","enabled",4,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-23,"INFO LIMETRAY","Subhub","Subhub - Exact","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",0
2015-03-25,"INFO LIMETRAY","BREAKFAST CLUB","INT","Display Network","enabled",378,"0.26%",14.06,1,14.06,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-27,"INFO LIMETRAY","BREAKFAST CLUB","INT","Display Network","enabled",187,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-04,"INFO LIMETRAY","Bakers Street-D","Remarketing","Display Network","enabled",25,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
